participant,groupe,block,Augend,Addend,Response,True,accuracy,rt
47,2,1,D,4,H,t,1,"2,06328539992683"
47,2,1,G,5,L,t,1,"2,7013394999085"
47,2,1,J,4,O,t+1,1,"3,09782579995226"
47,2,1,J,5,O,t,1,"3,57476789993234"
47,2,1,D,2,G,t+1,1,"1,64823329995852"
47,2,1,D,5,I,t,1,"3,15866179997101"
47,2,1,G,2,J,t+1,1,"1,56176980002783"
47,2,1,J,2,L,t,1,"1,86747999989893"
47,2,1,J,3,N,t+1,0,"1,40094439999666"
47,2,1,G,4,L,t+1,1,"3,10482720006257"
47,2,1,D,3,H,t+1,1,"2,24492450000253"
47,2,1,G,3,J,t,1,"1,93157869996503"
47,2,1,G,4,K,t,1,"3,87139980006032"
47,2,1,J,5,P,t+1,0,"2,30094420001842"
47,2,1,J,3,M,t,1,"2,37762539996766"
47,2,1,G,3,K,t+1,0,"3,9308356998954"
47,2,1,D,3,G,t,1,"1,77478890004568"
47,2,1,G,5,M,t+1,0,"4,5202984000789"
47,2,1,D,2,F,t,1,"2,2127715999959"
47,2,1,G,2,I,t,1,"2,33256609993987"
47,2,1,D,4,I,t+1,1,"2,49657049996313"
47,2,1,D,5,J,t+1,1,"3,92520559998229"
47,2,1,J,4,N,t,0,"3,7045277999714"
47,2,1,J,2,M,t+1,1,"2,10991869994905"
47,2,2,G,3,K,t+1,1,"4,15226819994859"
47,2,2,J,4,N,t,0,"2,38628739991691"
47,2,2,D,5,J,t+1,1,"3,05194429995026"
47,2,2,J,2,M,t+1,1,"2,12272799992934"
47,2,2,D,4,I,t+1,1,"3,30188329995144"
47,2,2,J,5,P,t+1,1,"4,16224690002855"
47,2,2,J,3,M,t,1,"2,83712619997095"
47,2,2,G,4,K,t,1,"2,86011249991134"
47,2,2,G,2,I,t,1,"2,18577129999176"
47,2,2,G,5,M,t+1,1,"5,27449470001739"
47,2,2,D,2,F,t,1,"1,46577889996115"
47,2,2,D,3,G,t,1,"1,90351640002336"
47,2,2,G,4,L,t+1,1,"2,29879789997358"
47,2,2,D,4,H,t,1,"3,08801940002013"
47,2,2,J,2,L,t,1,"1,18893920001574"
47,2,2,G,2,J,t+1,1,"1,92561509995721"
47,2,2,G,5,L,t,1,"2,48101009998936"
47,2,2,G,3,J,t,1,"1,86241559998598"
47,2,2,D,5,I,t,1,"2,46850740001537"
47,2,2,J,4,O,t+1,0,"3,56258960010018"
47,2,2,J,3,N,t+1,1,"2,21217169996817"
47,2,2,J,5,O,t,1,"1,87637479999103"
47,2,2,D,2,G,t+1,1,"1,62629449996166"
47,2,2,D,3,H,t+1,1,"3,16095140005928"
47,2,2,G,2,I,t,1,"1,53157280001324"
47,2,2,D,2,F,t,1,"1,35081740003079"
47,2,2,J,3,M,t,1,"1,9131492000306"
47,2,2,D,3,G,t,1,"2,4133677999489"
47,2,2,D,4,I,t+1,1,"3,04486300004646"
47,2,2,G,4,K,t,1,"4,18879889999516"
47,2,2,J,2,M,t+1,1,"1,78182389994618"
47,2,2,G,3,K,t+1,1,"1,95103220001329"
47,2,2,D,5,J,t+1,1,"3,16072610008996"
47,2,2,G,5,M,t+1,1,"4,65947429998778"
47,2,2,J,5,P,t+1,1,"2,7540369000053"
47,2,2,J,4,N,t,0,"4,41262070008088"
47,2,2,G,4,L,t+1,1,"3,11736300005578"
47,2,2,J,2,L,t,1,"2,84951329999603"
47,2,2,D,3,H,t+1,1,"1,82394200004637"
47,2,2,J,3,N,t+1,0,"1,86331859999336"
47,2,2,G,2,J,t+1,1,"1,98873049998656"
47,2,2,J,4,O,t+1,1,"4,7336639999412"
47,2,2,G,5,L,t,1,"2,48877020005602"
47,2,2,J,5,O,t,0,"2,79832200007513"
47,2,2,D,2,G,t+1,1,"2,99145859992132"
47,2,2,G,3,J,t,1,"1,47196550003719"
47,2,2,D,4,H,t,1,"3,18928100005724"
47,2,2,D,5,I,t,0,"2,90215489990078"
47,2,2,D,5,I,t,1,"2,96331570006441"
47,2,2,G,2,J,t+1,1,"1,78874980006367"
47,2,2,J,5,O,t,1,"4,13351429998875"
47,2,2,D,3,H,t+1,1,"1,82477880001534"
47,2,2,G,3,J,t,1,"2,24839600000996"
47,2,2,G,4,L,t+1,1,"2,98359369998798"
47,2,2,D,4,H,t,1,"2,32811160001438"
47,2,2,J,3,N,t+1,0,"3,3078943999717"
47,2,2,G,5,L,t,1,"3,12049500003923"
47,2,2,J,4,O,t+1,0,"4,20372430002317"
47,2,2,J,2,L,t,1,"1,27718920004554"
47,2,2,D,2,G,t+1,1,"1,81797069997992"
47,2,2,G,3,K,t+1,1,"3,87368730001617"
47,2,2,G,4,K,t,1,"2,91966999997385"
47,2,2,D,2,F,t,1,"3,5155170999933"
47,2,2,G,5,M,t+1,1,"4,07955380005296"
47,2,2,J,5,P,t+1,1,"4,31742769991979"
47,2,2,D,3,G,t,1,"1,81815120007377"
47,2,2,G,2,I,t,1,"1,31364700000268"
47,2,2,D,4,I,t+1,1,"2,92483700008597"
47,2,2,J,3,M,t,1,"1,50466720003169"
47,2,2,J,2,M,t+1,1,"1,94038960000034"
47,2,2,D,5,J,t+1,1,"2,62349699996412"
47,2,2,J,4,N,t,1,"2,35949639999308"
47,2,3,J,2,L,t,1,"1,30743990000337"
47,2,3,G,5,L,t,1,"3,35062799998559"
47,2,3,J,3,N,t+1,0,"1,56975539994892"
47,2,3,D,4,H,t,1,"2,77878890000284"
47,2,3,J,5,O,t,1,"2,62058109999634"
47,2,3,D,2,G,t+1,1,"1,94761680008378"
47,2,3,G,3,J,t,1,"2,01446610002313"
47,2,3,J,4,O,t+1,1,"2,19043329998385"
47,2,3,G,4,L,t+1,0,"2,04770809994079"
47,2,3,G,2,J,t+1,1,"1,48641949996818"
47,2,3,D,3,H,t+1,1,"1,75477669993416"
47,2,3,D,5,I,t,1,"2,72476160002407"
47,2,3,J,3,M,t,1,"2,02447060006671"
47,2,3,D,3,G,t,1,"1,64001370000187"
47,2,3,D,2,F,t,1,"2,75062589999288"
47,2,3,D,5,J,t+1,0,"2,05709319992457"
47,2,3,G,4,K,t,0,"3,38330139999744"
47,2,3,G,2,I,t,1,"2,29611779993866"
47,2,3,J,2,M,t+1,1,"2,31639110005926"
47,2,3,D,4,I,t+1,1,"3,2001142000081"
47,2,3,G,5,M,t+1,1,"4,19228209997527"
47,2,3,G,3,K,t+1,1,"1,59395609993953"
47,2,3,J,4,N,t,0,"1,97078810003586"
47,2,3,J,5,P,t+1,1,"4,23565250006504"
47,2,3,G,3,K,t+1,1,"1,38762539997697"
47,2,3,J,3,M,t,1,"2,28417420003098"
47,2,3,D,4,I,t+1,1,"2,19339819997549"
47,2,3,G,4,K,t,0,"2,19351170002483"
47,2,3,G,2,I,t,1,"2,35486070008483"
47,2,3,D,5,J,t+1,1,"3,73297640006058"
47,2,3,D,3,G,t,1,"2,32019770005718"
47,2,3,J,5,P,t+1,1,"3,7636222000001"
47,2,3,D,2,F,t,1,"1,55778349994216"
47,2,3,J,4,N,t,0,"3,45569640002213"
47,2,3,J,2,M,t+1,1,"1,50209850003012"
47,2,3,G,5,M,t+1,1,"5,57028520002496"
47,2,3,J,4,O,t+1,1,"2,2684749000473"
47,2,3,J,5,O,t,1,"2,9464756998932"
47,2,3,D,4,H,t,1,"2,63758970005438"
47,2,3,G,3,J,t,1,"1,62804580002558"
47,2,3,G,4,L,t+1,1,"2,08369449991733"
47,2,3,D,5,I,t,0,"5,19192090001889"
47,2,3,J,2,L,t,1,"1,87449979991652"
47,2,3,G,5,L,t,1,"2,70386949996464"
47,2,3,J,3,N,t+1,1,"1,65930810000282"
47,2,3,D,2,G,t+1,0,"1,88943680003285"
47,2,3,G,2,J,t+1,1,"1,19850409997162"
47,2,3,D,3,H,t+1,1,"3,52730889990926"
47,2,3,G,4,L,t+1,1,"4,7067376000341"
47,2,3,J,3,N,t+1,0,"1,8473705999786"
47,2,3,D,2,G,t+1,1,"1,66994729998987"
47,2,3,D,4,H,t,1,"2,06005880003795"
47,2,3,D,5,I,t,1,"2,71335850004107"
47,2,3,J,2,L,t,1,"1,84611640009098"
47,2,3,J,4,O,t+1,1,"2,02884970000014"
47,2,3,J,5,O,t,1,"3,1880938000977"
47,2,3,G,2,J,t+1,1,"1,34134489996359"
47,2,3,G,5,L,t,1,"2,31128469994292"
47,2,3,G,3,J,t,1,"2,44347900000867"
47,2,3,D,3,H,t+1,1,"1,87503530003596"
47,2,3,D,5,J,t+1,1,"3,65587279992178"
47,2,3,J,3,M,t,1,"1,71824890002608"
47,2,3,G,3,K,t+1,1,"2,20984909997787"
47,2,3,D,4,I,t+1,1,"2,75381070002914"
47,2,3,G,2,I,t,1,"2,34057170001324"
47,2,3,J,5,P,t+1,1,"2,31911089993082"
47,2,3,J,4,N,t,0,"3,4829440000467"
47,2,3,D,3,G,t,1,"2,52786659996491"
47,2,3,G,5,M,t+1,1,"3,73941849998664"
47,2,3,J,2,M,t+1,0,"2,18292529997416"
47,2,3,G,4,K,t,1,"2,81598760001361"
47,2,3,D,2,F,t,1,"1,17518730007578"
48,2,0,G,3,J,t,1,"4,9676120999502"
48,2,0,J,5,O,t,1,"3,89785240008496"
48,2,0,G,2,J,t+1,1,"4,09586100000888"
48,2,0,J,4,O,t+1,1,"6,06930470000953"
48,2,0,D,2,G,t+1,1,"2,43549479998183"
48,2,0,J,2,L,t,1,"2,91399199992884"
48,2,0,G,5,L,t,1,"5,30254299996886"
48,2,0,G,4,L,t+1,1,"6,09167460002936"
48,2,0,D,4,H,t,1,"3,69759229989722"
48,2,0,D,3,H,t+1,1,"2,7917653999757"
48,2,0,J,3,N,t+1,1,"3,09618039999623"
48,2,0,D,5,I,t,1,"3,21367800002918"
48,2,0,J,3,M,t,1,"3,10142029996496"
48,2,0,J,2,M,t+1,0,"3,30661670002155"
48,2,0,J,4,N,t,1,"3,91082069999538"
48,2,0,D,5,J,t+1,1,"3,5871631000191"
48,2,0,G,4,K,t,1,"2,94841159996577"
48,2,0,D,2,F,t,1,"2,19935700006317"
48,2,0,G,3,K,t+1,1,"3,61601749993861"
48,2,0,J,5,P,t+1,1,"3,91997059993446"
48,2,0,G,5,M,t+1,1,"5,52451740007382"
48,2,0,D,3,G,t,1,"2,75281840004027"
48,2,0,G,2,I,t,1,"3,2431602999568"
48,2,0,D,4,I,t+1,1,"1,74691489990801"
48,2,0,J,3,M,t,1,"2,30927939992398"
48,2,0,D,5,J,t+1,1,"3,31367360008881"
48,2,0,D,3,G,t,1,"1,93330640008207"
48,2,0,D,2,F,t,1,"1,80824109993409"
48,2,0,J,4,N,t,1,"3,02424519998021"
48,2,0,G,5,M,t+1,1,"3,8556420999812"
48,2,0,D,4,I,t+1,1,"2,1906015999848"
48,2,0,J,2,M,t+1,1,"2,63134279998485"
48,2,0,G,4,K,t,1,"2,71878689993173"
48,2,0,G,3,K,t+1,1,"2,27494099992327"
48,2,0,J,5,P,t+1,1,"6,23274469992612"
48,2,0,G,2,I,t,0,"1,51237739995122"
48,2,0,D,2,G,t+1,1,"3,10014790005516"
48,2,0,D,5,I,t,1,"2,88080649997573"
48,2,0,J,3,N,t+1,1,"2,22300130000804"
48,2,0,G,2,J,t+1,1,"2,2138888000045"
48,2,0,G,5,L,t,0,"2,99831840000115"
48,2,0,D,3,H,t+1,1,"3,63144609995652"
48,2,0,J,2,L,t,1,"2,32739310001489"
48,2,0,G,4,L,t+1,1,"2,96206310007256"
48,2,0,G,3,J,t,1,"2,7012574999826"
48,2,0,J,5,O,t,1,"1,56875939993188"
48,2,0,D,4,H,t,1,"2,64243460004218"
48,2,0,J,4,O,t+1,1,"4,64896930009127"
48,2,0,D,4,I,t+1,1,"1,93585290003102"
48,2,0,G,2,I,t,1,"4,21857859997544"
48,2,0,G,3,K,t+1,1,"2,22695349995047"
48,2,0,G,5,M,t+1,1,"4,59414709999692"
48,2,0,J,3,M,t,1,"2,09208279999439"
48,2,0,J,5,P,t+1,1,"6,72035509999842"
48,2,0,J,2,M,t+1,1,"2,14154199999757"
48,2,0,D,3,G,t,1,"2,07281849998981"
48,2,0,D,2,F,t,1,"1,08563580003101"
48,2,0,D,5,J,t+1,0,"3,32988560001832"
48,2,0,J,4,N,t,1,"3,41375690000132"
48,2,0,G,4,K,t,1,"3,2225582000101"
48,2,0,D,5,I,t,1,"3,38247499999125"
48,2,0,G,2,J,t+1,1,"3,45556619996205"
48,2,0,J,5,O,t,1,"1,54223579994869"
48,2,0,J,4,O,t+1,1,"3,04022999992594"
48,2,0,D,3,H,t+1,1,"2,23999389994424"
48,2,0,D,2,G,t+1,1,"1,5421750000678"
48,2,0,G,4,L,t+1,0,"4,04913689999376"
48,2,0,D,4,H,t,1,"5,03963599994313"
48,2,0,G,3,J,t,1,"3,24017860007007"
48,2,0,J,2,L,t,1,"2,18235120002646"
48,2,0,G,5,L,t,1,"5,9039687999757"
48,2,0,J,3,N,t+1,1,"5,9816087000072"
48,2,1,D,5,J,t+1,1,"3,32883929996751"
48,2,1,J,5,P,t+1,1,"1,22890530002769"
48,2,1,J,2,M,t+1,1,"2,28366870002355"
48,2,1,D,3,G,t,1,"2,55246599996463"
48,2,1,G,5,M,t+1,0,"3,81901179999113"
48,2,1,J,4,N,t,1,"4,49926549999509"
48,2,1,G,3,K,t+1,1,"3,02323310007341"
48,2,1,G,2,I,t,1,"2,21613770001568"
48,2,1,J,3,M,t,1,"2,02306549996138"
48,2,1,D,4,I,t+1,1,"3,03058689995669"
48,2,1,G,4,K,t,1,"4,49422059999779"
48,2,1,D,2,F,t,1,"1,43582479993347"
48,2,1,J,5,O,t,0,"0,770676400046796"
48,2,1,D,4,H,t,0,"4,58763860003091"
48,2,1,J,3,N,t+1,1,"4,1888145999983"
48,2,1,G,4,L,t+1,1,"1,98311699996702"
48,2,1,D,5,I,t,0,"4,26348930003587"
48,2,1,G,3,J,t,1,"4,18268890003674"
48,2,1,J,4,O,t+1,1,"4,06335109996144"
48,2,1,D,2,G,t+1,1,"2,18259199999739"
48,2,1,J,2,L,t,1,"1,32768460002262"
48,2,1,G,2,J,t+1,1,"1,94761859998107"
48,2,1,D,3,H,t+1,1,"1,98210320004728"
48,2,1,G,5,L,t,1,"5,31108809995931"
48,2,1,J,2,M,t+1,1,"3,06019800005015"
48,2,1,G,2,I,t,1,"3,64309660007712"
48,2,1,G,5,M,t+1,1,"3,25837540009525"
48,2,1,G,4,K,t,1,"2,24061819992494"
48,2,1,J,4,N,t,1,"3,93498020002153"
48,2,1,D,3,G,t,1,"1,58692619996145"
48,2,1,D,2,F,t,1,"1,35499690007418"
48,2,1,D,5,J,t+1,1,"3,03661249997094"
48,2,1,G,3,K,t+1,1,"2,42009369994048"
48,2,1,D,4,I,t+1,1,"2,40367179992609"
48,2,1,J,5,P,t+1,1,"3,57959069998469"
48,2,1,J,3,M,t,1,"1,85351939999964"
48,2,1,J,5,O,t,1,"1,45213630003855"
48,2,1,G,5,L,t,1,"4,9379471000284"
48,2,1,D,2,G,t+1,1,"2,05382559995633"
48,2,1,G,4,L,t+1,1,"2,08351700007916"
48,2,1,D,4,H,t,0,"2,80828209989704"
48,2,1,J,3,N,t+1,1,"4,41662029991858"
48,2,1,D,5,I,t,1,"3,24814000003971"
48,2,1,D,3,H,t+1,1,"1,79211629997008"
48,2,1,J,2,L,t,1,"1,49636540003121"
48,2,1,G,2,J,t+1,1,"2,83677829999942"
48,2,1,J,4,O,t+1,1,"1,54850010003429"
48,2,1,G,3,J,t,1,"2,69423860008828"
48,2,1,J,3,N,t+1,1,"1,21124049997889"
48,2,1,G,2,J,t+1,1,"1,82757710001897"
48,2,1,D,4,H,t,1,"2,16295190004166"
48,2,1,J,4,O,t+1,1,"1,90883229998872"
48,2,1,J,5,O,t,1,"0,888359499978833"
48,2,1,G,3,J,t,1,"3,17345930007286"
48,2,1,G,4,L,t+1,1,"1,24701469996944"
48,2,1,D,5,I,t,1,"2,66924740001559"
48,2,1,D,2,G,t+1,1,"1,53862560004927"
48,2,1,G,5,L,t,1,"4,10108049993869"
48,2,1,D,3,H,t+1,1,"3,93782610003837"
48,2,1,J,2,L,t,1,"2,04603209998459"
48,2,1,D,2,F,t,1,"2,83630199998152"
48,2,1,G,5,M,t+1,0,"7,01977670006454"
48,2,1,D,3,G,t,1,"2,2440805999795"
48,2,1,D,5,J,t+1,1,"3,03499080007896"
48,2,1,G,3,K,t+1,1,"4,02584060002118"
48,2,1,J,5,P,t+1,1,"4,35402630001772"
48,2,1,J,4,N,t,1,"3,21323180000763"
48,2,1,D,4,I,t+1,1,"2,51014969998505"
48,2,1,J,2,M,t+1,1,"1,8260565000819"
48,2,1,G,4,K,t,1,"4,08129110001028"
48,2,1,J,3,M,t,1,"2,3668685000157"
48,2,1,G,2,I,t,1,"3,02469370001927"
48,2,2,J,4,N,t,0,"3,90660570003092"
48,2,2,D,5,J,t+1,1,"3,21496600005776"
48,2,2,J,5,P,t+1,1,"1,25546619994566"
48,2,2,G,2,I,t,1,"2,34954149997793"
48,2,2,G,3,K,t+1,1,"1,66307260002941"
48,2,2,J,3,M,t,0,"2,0934376999503"
48,2,2,J,2,M,t+1,1,"3,89807380002458"
48,2,2,D,4,I,t+1,1,"3,95163000002503"
48,2,2,G,4,K,t,1,"2,81783369998448"
48,2,2,D,3,G,t,1,"1,49020300002303"
48,2,2,G,5,M,t+1,0,"5,35099860001355"
48,2,2,D,2,F,t,1,"1,64986520004459"
48,2,2,D,4,H,t,1,"2,75132390006911"
48,2,2,G,5,L,t,1,"2,76951180002652"
48,2,2,J,4,O,t+1,1,"2,17901279998478"
48,2,2,D,5,I,t,1,"3,18069269997068"
48,2,2,G,3,J,t,1,"2,36633270001039"
48,2,2,J,5,O,t,1,"0,976329699973576"
48,2,2,J,3,N,t+1,1,"3,20140719995834"
48,2,2,D,2,G,t+1,1,"1,5780884999549"
48,2,2,D,3,H,t+1,1,"1,93906970007811"
48,2,2,G,4,L,t+1,1,"2,08550139993895"
48,2,2,J,2,L,t,1,"1,35431720002089"
48,2,2,G,2,J,t+1,1,"2,14822089998052"
48,2,2,J,5,P,t+1,1,"1,40686800004914"
48,2,2,J,4,N,t,1,"2,65449310000986"
48,2,2,G,2,I,t,1,"1,74128179997206"
48,2,2,G,5,M,t+1,0,"2,43183010001667"
48,2,2,J,2,M,t+1,1,"1,49547490000259"
48,2,2,J,3,M,t,1,"5,02040000003763"
48,2,2,D,5,J,t+1,1,"3,45227130001877"
48,2,2,D,4,I,t+1,1,"2,25032280001324"
48,2,2,G,4,K,t,1,"2,49660170008428"
48,2,2,D,3,G,t,1,"1,38214160001371"
48,2,2,G,3,K,t+1,0,"1,16689009999391"
48,2,2,D,2,F,t,1,"1,5522220999701"
48,2,2,G,2,J,t+1,1,"2,23378680006135"
48,2,2,J,2,L,t,0,"1,55317430000287"
48,2,2,J,5,O,t,1,"1,71493819996249"
48,2,2,J,3,N,t+1,0,"4,57517409999855"
48,2,2,J,4,O,t+1,1,"2,52095659996849"
48,2,2,G,4,L,t+1,1,"3,12445599993225"
48,2,2,G,3,J,t,0,"2,00775879994035"
48,2,2,D,4,H,t,1,"5,31284789997153"
48,2,2,D,5,I,t,1,"3,55788430001121"
48,2,2,D,3,H,t+1,1,"2,84841209999286"
48,2,2,D,2,G,t+1,1,"1,83141729992349"
48,2,2,G,5,L,t,1,"2,51060510007665"
48,2,2,G,4,L,t+1,1,"1,52245579997543"
48,2,2,J,3,N,t+1,1,"2,08618079998996"
48,2,2,D,4,H,t,1,"5,22677670000121"
48,2,2,G,3,J,t,1,"2,11488080001436"
48,2,2,D,2,G,t+1,1,"1,68746939999983"
48,2,2,D,3,H,t+1,1,"1,69151679996867"
48,2,2,J,4,O,t+1,1,"2,49660710000899"
48,2,2,J,5,O,t,1,"0,844717599917203"
48,2,2,D,5,I,t,1,"2,97995119995903"
48,2,2,G,2,J,t+1,1,"2,07760609989055"
48,2,2,G,5,L,t,1,"1,57820500002708"
48,2,2,J,2,L,t,0,"2,56352679990232"
48,2,2,J,5,P,t+1,1,"2,59028320002835"
48,2,2,D,5,J,t+1,1,"4,11162839992903"
48,2,2,G,2,I,t,1,"2,34825249994174"
48,2,2,J,2,M,t+1,1,"1,51891759992577"
48,2,2,D,3,G,t,1,"1,68222459999379"
48,2,2,G,5,M,t+1,1,"4,51970480009913"
48,2,2,D,2,F,t,1,"1,24352869996801"
48,2,2,G,4,K,t,1,"1,97804089996498"
48,2,2,D,4,I,t+1,1,"2,04362240002956"
48,2,2,J,4,N,t,1,"2,32171809999272"
48,2,2,G,3,K,t+1,1,"2,50132270005997"
48,2,2,J,3,M,t,1,"3,04950160009321"
48,2,3,D,5,I,t,1,"2,42533469991759"
48,2,3,J,4,O,t+1,1,"2,48929110006429"
48,2,3,G,5,L,t,1,"1,23734689992853"
48,2,3,G,2,J,t+1,1,"2,75610469991807"
48,2,3,D,4,H,t,1,"1,69485550001264"
48,2,3,J,5,O,t,1,"0,88357049995102"
48,2,3,J,3,N,t+1,1,"2,09585199994035"
48,2,3,G,3,J,t,1,"2,14881310006604"
48,2,3,D,2,G,t+1,1,"1,59059040003922"
48,2,3,D,3,H,t+1,1,"1,95143820007797"
48,2,3,G,4,L,t+1,1,"4,33780369989108"
48,2,3,J,2,L,t,1,"1,3407946000807"
48,2,3,J,2,M,t+1,1,"1,15124140004627"
48,2,3,J,3,M,t,1,"1,34542409994174"
48,2,3,J,4,N,t,1,"1,39623870002106"
48,2,3,D,3,G,t,0,"2,16421369998716"
48,2,3,G,3,K,t+1,1,"2,334104700014"
48,2,3,G,4,K,t,1,"2,01748849998694"
48,2,3,D,4,I,t+1,1,"1,92846129997633"
48,2,3,D,2,F,t,1,"1,19608689995948"
48,2,3,G,5,M,t+1,0,"4,56413869990502"
48,2,3,G,2,I,t,0,"3,6151538999984"
48,2,3,J,5,P,t+1,1,"1,3444795999676"
48,2,3,D,5,J,t+1,1,"4,37821789993905"
48,2,3,D,2,F,t,1,"1,21241449995432"
48,2,3,G,4,K,t,1,"1,64485979999881"
48,2,3,J,3,M,t,1,"0,995111100026406"
48,2,3,D,5,J,t+1,1,"2,91577409999445"
48,2,3,G,5,M,t+1,1,"4,03199679998215"
48,2,3,G,2,I,t,1,"2,39222330006305"
48,2,3,J,5,P,t+1,1,"1,06467979995068"
48,2,3,G,3,K,t+1,1,"2,43836560007185"
48,2,3,D,4,I,t+1,1,"4,44575459999032"
48,2,3,J,2,M,t+1,1,"2,20508550002705"
48,2,3,J,4,N,t,1,"1,14945010002703"
48,2,3,D,3,G,t,1,"2,00793029996567"
48,2,3,D,3,H,t+1,1,"1,65544480003882"
48,2,3,J,2,L,t,1,"1,38158939999994"
48,2,3,J,5,O,t,1,"0,846278000040911"
48,2,3,D,5,I,t,1,"3,16503689996898"
48,2,3,G,3,J,t,1,"1,51927039993461"
48,2,3,D,2,G,t+1,1,"1,53097139997408"
48,2,3,J,4,O,t+1,1,"1,13396819995251"
48,2,3,G,2,J,t+1,1,"1,6563715999946"
48,2,3,D,4,H,t,1,"1,566544399946"
48,2,3,G,4,L,t+1,1,"4,69560749991797"
48,2,3,J,3,N,t+1,0,"0,941220800043084"
48,2,3,G,5,L,t,1,"3,02373110002372"
48,2,3,G,3,K,t+1,1,"2,55127779999748"
48,2,3,D,4,I,t+1,1,"4,24952050007414"
48,2,3,J,3,M,t,1,"3,96859910001513"
48,2,3,G,5,M,t+1,1,"3,2749943000963"
48,2,3,D,5,J,t+1,1,"3,39226420002524"
48,2,3,D,2,F,t,1,"1,10543190001044"
48,2,3,J,4,N,t,1,"2,17360440001357"
48,2,3,J,2,M,t+1,1,"1,2546100000618"
48,2,3,J,5,P,t+1,1,"0,964378100004978"
48,2,3,G,2,I,t,1,"1,36621190002188"
48,2,3,G,4,K,t,1,"1,58419099997263"
48,2,3,D,3,G,t,1,"1,39282700000331"
48,2,3,J,5,O,t,1,"1,12101180001628"
48,2,3,J,4,O,t+1,1,"1,30066569999326"
48,2,3,G,2,J,t+1,1,"1,08029850001913"
48,2,3,G,4,L,t+1,1,"1,69271910004318"
48,2,3,J,3,N,t+1,1,"2,23364490002859"
48,2,3,D,5,I,t,1,"2,67275050003082"
48,2,3,D,2,G,t+1,1,"1,23771290003788"
48,2,3,D,3,H,t+1,1,"1,86815220001154"
48,2,3,D,4,H,t,1,"1,98598680004943"
48,2,3,G,5,L,t,0,"2,25024049996864"
48,2,3,J,2,L,t,1,"5,32025869993959"
48,2,3,G,3,J,t,1,"2,2859314000234"
4,2,0,D,4,H,t,1,"4,42061749997083"
4,2,0,G,5,L,t,1,"3,98879179998767"
4,2,0,D,3,H,t+1,1,"4,49367110000458"
4,2,0,J,5,O,t,1,"5,57992829999421"
4,2,0,J,4,O,t+1,1,"4,43773110001348"
4,2,0,J,2,L,t,1,"3,65352669998538"
4,2,0,G,4,L,t+1,1,"5,92386079998687"
4,2,0,D,2,G,t+1,1,"3,21664570004214"
4,2,0,G,2,J,t+1,1,"3,19308190001175"
4,2,0,G,3,J,t,1,"2,82631489995401"
4,2,0,J,3,N,t+1,1,"3,3141569000436"
4,2,0,D,5,I,t,1,"3,91836569993757"
4,2,0,J,5,P,t+1,1,"5,49022949999198"
4,2,0,G,5,M,t+1,1,"4,03170140006114"
4,2,0,D,4,I,t+1,1,"2,93601110007148"
4,2,0,G,3,K,t+1,1,"3,94723929988686"
4,2,0,D,3,G,t,1,"3,48592550004832"
4,2,0,G,2,I,t,1,"3,14721910003573"
4,2,0,D,5,J,t+1,1,"3,95027760008816"
4,2,0,J,4,N,t,0,"5,24972999992315"
4,2,0,J,2,M,t+1,0,"4,12096190010198"
4,2,0,G,4,K,t,1,"6,38828319997992"
4,2,0,J,3,M,t,0,"7,42316560004838"
4,2,0,D,2,F,t,1,"9,55171740008518"
4,2,0,J,5,O,t,1,"8,62867140001617"
4,2,0,D,5,I,t,0,"4,03061379992869"
4,2,0,J,3,N,t+1,1,"6,61389179993421"
4,2,0,G,2,J,t+1,1,"4,20727010001428"
4,2,0,D,2,G,t+1,1,"7,79284140001982"
4,2,0,J,4,O,t+1,1,"17,6189254000783"
4,2,0,D,3,H,t+1,1,"3,55975440004841"
4,2,0,G,4,L,t+1,1,"7,66572010004893"
4,2,0,J,2,L,t,1,"5,00898419995792"
4,2,0,G,3,J,t,1,"3,87473699997645"
4,2,0,G,5,L,t,1,"4,74436139990576"
4,2,0,D,4,H,t,1,"2,86818109999877"
4,2,0,G,4,K,t,1,"5,13739369995892"
4,2,0,G,2,I,t,1,"3,35768699995242"
4,2,0,D,5,J,t+1,1,"4,32829390000552"
4,2,0,J,5,P,t+1,1,"5,50815260002855"
4,2,0,G,5,M,t+1,1,"6,18509779998567"
4,2,0,J,2,M,t+1,1,"3,49186309997458"
4,2,0,D,2,F,t,1,"2,65676519996487"
4,2,0,G,3,K,t+1,1,"2,66324459994212"
4,2,0,J,4,N,t,1,"4,51675039995462"
4,2,0,D,3,G,t,1,"2,50585259997752"
4,2,0,D,4,I,t+1,1,"2,99023599992506"
4,2,0,J,3,M,t,1,"3,40624350006692"
4,2,0,G,4,K,t,1,"4,3033701000968"
4,2,0,D,3,G,t,1,"3,85971789993346"
4,2,0,J,5,P,t+1,1,"5,87469969992526"
4,2,0,G,2,I,t,1,"4,76927669998258"
4,2,0,D,4,I,t+1,1,"3,87534379994031"
4,2,0,G,5,M,t+1,1,"4,28995080001187"
4,2,0,J,3,M,t,1,"5,5029420000501"
4,2,0,D,2,F,t,1,"2,03590799996164"
4,2,0,D,5,J,t+1,1,"12,2912126000738"
4,2,0,J,2,M,t+1,1,"5,64272339991294"
4,2,0,G,3,K,t+1,1,"6,50757390004583"
4,2,0,J,4,N,t,1,"7,16041219991166"
4,2,0,J,3,N,t+1,1,"3,14030070009176"
